id,title,description,link,image_link,price,sale_price,availability,condition,brand,mpn,google_product_category,product_type,color,custom_label_0,target_country
8876,"Poster Picture Of The Lake At Hakone By Ando Hiroshige | Artisti famosi, Japandi",Post dalla categoria arte storica con il dipinto &quot;Picture Of The Lake At Hakone&quot; dell&#39;artista giapponese Ando Hiroshige dell&#39;anno 1833.,https://gallerix.it/poster-stampe/8876-picture-of-the-lake-at-hakone-by-ando-hiroshige,https://img.gallerix.com/product/google/8876.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,8876,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Blu,"Artisti famosi,Japandi",IT
6425,"Poster Winter Swans | Animali, Natale, Inverno, Festività",Crea calma e armonia nella tua casa con questo magico poster di due eleganti cigni su uno stagno invernale immobile. I fiocchi di neve danzano dolcemente nell’aria mentre la natura è avvolta dal bianco manto invernale. Un dipinto perfetto per catturare la bellezza dell&#39;inverno e donare una sensazione di serenità e romanticismo.,https://gallerix.it/poster-stampe/6425-winter-swans,https://img.gallerix.com/product/google/6425.jpg,14.90 EUR,10.43 EUR,in stock,new,Gallerix,6425,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Bianco,"Animali,Natale,Inverno,Festività",IT
8643,Poster Christ In Prayer By El Greco Domenikos Theotokopoulos | Artisti famosi,Manifesto con il dipinto &quot;Cristo in preghiera&quot; dell&#39;artista greco-spagnolo El Greco Domenikos Theotokopoulos del 1595-1597.,https://gallerix.it/poster-stampe/8643-christ-in-prayer-by-el-greco-domenikos-theotokopoulos,https://img.gallerix.com/product/google/8643.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,8643,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Rosso,Artisti famosi,IT
7334,Poster Lionel Messi Argentina World Cup 2022 No1 | Sport e Allenamento,"Poster con una fotografia di Lionel Messi con l&#39;Argentina che solleva il trofeo e festeggia dopo aver vinto contro la Francia nella finale della Coppa del Mondo FIFA a Doha, Qatar, 18 dicembre 2022.",https://gallerix.it/poster-stampe/7334-lionel-messi-argentina-world-cup-2022-no1,https://img.gallerix.com/product/google/7334.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,7334,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Blu,Sport e Allenamento,IT
10665,"Poster Floral Fantasia | Arte Famosa, Japandi","Questo poster cattura un mondo ipnotizzante di fiori colorati, dove ogni dettaglio esplode di vita e gioia. Con uno sfondo caldo, esalta la cacofonia di colori e forme vivaci, creando un senso di armonia e immaginazione.",https://gallerix.it/poster-stampe/10665-floral-fantasia,https://img.gallerix.com/product/google/10665.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,10665,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Rosa,"Arte Famosa,Japandi",IT
7200,"Poster Champagne Burst | Moda, Fotografia, Bianco e nero, Cucina","Poster in bianco e nero con la fotografia di una bottiglia di champagne appena aperta, da cui la schiuma fuoriesce in un getto potente. È un&#39;immagine che cattura la sensazione di festa e celebrazione.",https://gallerix.it/poster-stampe/7200-champagne-burst,https://img.gallerix.com/product/google/7200.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,7200,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster,Nero/Bianco,"Moda,Fotografia,Bianco e nero,Cucina",IT
5711,Poster Birds And Plants No1 By Ohara Koson | Japandi,"Poster della categoria Japandi con un dipinto ""Birds And Plants No1"" dell'artista giapponese Ohara Koson.",https://gallerix.it/poster-stampe/5711-birds-and-plants-no1-by-ohara-koson,https://img.gallerix.com/product/google/5711.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,5711,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,,Japandi,IT
7036,Poster Terracotta Mirage | Acquerello,"Poster con il dipinto di una donna che indossa un cappello a tesa larga e un vestito a strisce arancioni e bianche, su uno sfondo beige. Le linee fluide dell'abito donano un senso di eleganza.",https://gallerix.it/poster-stampe/7036-terracotta-mirage,https://img.gallerix.com/product/google/7036.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,7036,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster,Rosso,Acquerello,IT
7863,"Poster Golden Forest Pathway | Dipinti ad olio, Festività, Pasqua","Trasforma la tua casa con questo poster magico che cattura un sentiero nel bosco illuminato dal sole, circondato da campanelle blu in fiore e raggi di luce dorati. La combinazione di toni caldi e ombre morbide crea un&#39;atmosfera incantevole che invita al relax e all&#39;avventura. Perfetto per dare alla tua stanza un tocco di bellezza della natura e un senso di calma e mistero. Una passeggiata nella foresta dei sogni.",https://gallerix.it/poster-stampe/7863-golden-forest-pathway,https://img.gallerix.com/product/google/7863.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,7863,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Beige/Verde/Blu/Giallo,"Dipinti ad olio,Festività,Pasqua",IT
5949,Poster Shell Cart By Jan Hendrik Weissenbruch | Artisti famosi,"Poster della categoria arte storica con il dipinto ""Carretto delle conchiglie"" dell'artista olandese Jan Hendrik Weissenbruch dell'anno 1890.",https://gallerix.it/poster-stampe/5949-shell-cart-by-jan-hendrik-weissenbruch,https://img.gallerix.com/product/google/5949.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,5949,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Beige,Artisti famosi,IT
2779,"Poster Worn Boxing Gloves | Fotografia, Bianco e nero, Vintage, Sport e Allenamento",Poster vintage in bianco e nero con fotografia di un paio di guanti da boxe vecchi e indossati appesi a un gancio contro un muro.,https://gallerix.it/poster-stampe/2779-worn-boxing-gloves,https://img.gallerix.com/product/google/2779.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,2779,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster,Nero/Bianco,"Fotografia,Bianco e nero,Vintage,Sport e Allenamento",IT
7312,Poster Neymar Jr World Cup 2018 | Sport e Allenamento,Poster in bianco e nero con una fotografia delle stelle del calcio brasiliano Neymar Jr e Paulinho durante la Coppa del Mondo FIFA 2018 in Russia.,https://gallerix.it/poster-stampe/7312-neymar-jr-world-cup-2018,https://img.gallerix.com/product/google/7312.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,7312,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Nero/Bianco,Sport e Allenamento,IT
10200,"Poster Modern Moka | Cucina, Acquerello","Questo poster cattura l&#39;attenzione con la sua rappresentazione moderna di una macchina per il caffè, realizzata ad arte con vivaci blocchi di colore. Su uno sfondo arancione caldo, i contorni del birraio appaiono in nero, bianco, rosa e arancione, creando un grazioso equilibrio tra stile retrò e arte moderna.",https://gallerix.it/poster-stampe/10200-modern-moka,https://img.gallerix.com/product/google/10200.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,10200,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Rosa/Rosso,"Cucina,Acquerello",IT
3951,"Poster Coffee And Cigarette | Fotografia, Bianco e nero, Vintage, Cucina",Poster in bianco e nero in formato orizzontale della categoria Photo Art e Vintage con la fotografia di una donna con un caffè e una sigaretta.,https://gallerix.it/poster-stampe/3951-coffee-and-cigarette,https://img.gallerix.com/product/google/3951.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,3951,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Nero/Bianco,"Fotografia,Bianco e nero,Vintage,Cucina",IT
3178,"Poster Little Astronauts | Bambini, Fotografia",Poster per la cameretta dei bambini a tema Spazio con l'immagine di due bambini vestiti da astronauti che guardano il cielo e la luna. I bambini si trovano in un paesaggio sabbioso e desertico che ricorda l'ambiente del pianeta Marte.,https://gallerix.it/poster-stampe/3178-little-astronauts,https://img.gallerix.com/product/google/3178.jpg,14.90 EUR,10.43 EUR,in stock,new,Gallerix,3178,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,,"Bambini,Fotografia",IT
10565,"Poster Kenshi Japandi | Arte Famosa, Japandi","Questo poster cattura immediatamente l&#39;attenzione con la sua composizione dinamica, in cui un drago dettagliato impugna una spada affilata sullo sfondo di un potente sole rosso. La tavolozza di colori contrastanti di nero, bianco e rosso trasmette un senso di potere e mistero.",https://gallerix.it/poster-stampe/10565-kenshi-japandi,https://img.gallerix.com/product/google/10565.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,10565,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Rosso,"Arte Famosa,Japandi",IT
6933,"Poster Boho Flower Pot No2 | Botanica, Fotografia",Poster della categoria Arte fotografica con una fotografia in stile Boho di un vaso rustico in un ambiente mediterraneo.,https://gallerix.it/poster-stampe/6933-boho-flower-pot-no2,https://img.gallerix.com/product/google/6933.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,6933,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster,Beige,"Botanica,Fotografia",IT
8284,Poster The Raising Of Lazarus By Benjamin West | Artisti famosi,Poster della categoria artisti famosi con il dipinto &quot;La resurrezione di Lazzaro&quot; dell&#39;artista americano Benjamin West dell&#39;anno 1780.,https://gallerix.it/poster-stampe/8284-the-raising-of-lazarus-by-benjamin-west,https://img.gallerix.com/product/google/8284.jpg,14.90 EUR,11.92 EUR,in stock,new,Gallerix,8284,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poster special,Beige/Blu,Artisti famosi,IT
